景区名称,用户名,评论内容,标签
仰口风景游览区,灰太狼,仰口风景区有许多奇峰异石，包括狮子峰、仙桃石、寿字峰等知名景观，还有白龙洞、犹龙洞、觅天洞等石洞,positive
烽山公园,十暮,长岛第一印象，垃圾。出租很不老实，给我载到封闭的后门就立刻跑了，只好走路过来，结果,negative
天烛峰,阿达,山上特冷，一定要带件长袖，不然你会后悔的,negative
刘公岛,踏雪无痕,刘公岛距市区旅游码头1.5海里，乘船15分钟可到达，岛上植被茂密，该岛是中国近代第一支海军北洋水师的诞生地。岛上有海军公所、水师学堂等遗址，可惜跟团时间太仓促，下次一定带孩子多多接受爱国主义教育。,positive
天烛峰,可惜没如果,天柱峰在泰山，雄伟壮阔，非常值得一去,positive
中国水准零点景区,错也是一种美,坐出租去奥帆中心，被无良司机忽悠至此，想必景区和司机或有利益纠结，六十元的门票太不值，奥帆这么美免费，遗憾，劝君别去。,negative
海驴岛,行随己意,坐船上岛，排队人巨多。海水很干净，海鸥追着游船飞翔，风景优美。,positive
天烛峰,萌绘,前山上，后山下，是条非常值得推荐的路线。,positive
中山路商业街,飘渺游侠,青岛的中山路就正对着栈桥，当年德国占领青岛后，为了运输物质建立港口的需要，修建了现在的中山路，这片区域也是青岛近现代化城市的第一条道路，当时这里主要居住德国和欧美裔人士，建筑以欧式建筑为主，中西文化在这里交流融汇。现在的中山路保留了非常好的建筑群，成为青岛著名的城市名片。,positive
万平口海滨风景区,别问我是谁,现在已经收费了。去之前先网上查查日照潮汐表，找适合的时间去玩。,positive
光岳楼,小天狼星,就是一个城楼，没什么好看的，附近古城的建筑都重新修建了，逛逛还行，主要也就是饭店。,positive
第二海水浴场,张诗越,花石楼门口，旺季时候进去得花几个钱，硬生生把木栈道给拦住换道走有点不太舒服，风景的话没的说，继续慢慢悠悠溜达吧，从八大关方向溜达到这的话就继续加点油，再走两步就能到第一海水浴场看几万人一块在海里下饺子了,positive
天谷·天然地下画廊,AA小龙,惊险刺激的漂流体验，是我最喜欢玩的。,positive
泰山风景名胜区-十八盘,大獬行走,是泰山登山盘路中最险要的一段，共有石阶1630余级，是泰山的主要标志之一。远远望去，恰似天门云梯。泰山之雄伟，尽在十八盘，泰山之壮美，尽在登攀中！,positive
青岛葡萄酒博物馆,溜达到哪就算哪儿,在青岛还是比较有名的，朋友在这个葡萄酒博物馆对面开了个老酒客古堡的红酒馆。但是，这里真是超级难停车，除了有专门司机开车的其他人还是建议打车过去吧。,positive
一天门,zhoult0514,一天门也就是红门，是登泰山的起点。一般人们都会在此拍照以此作证明是徒步登山的。,positive
烟台月亮湾,柚鲸,因为九丈崖的地理位置更适宜观看日落，因此我们选择先去月亮湾游玩。月亮湾的得名来自于其月亮般的海湾形状，但是这里并不太适合游玩，因为是砾石滩，如果想要光脚和大海亲密接触一下，嗬，那酸爽，和指压板里的小竹笋差不多吧。整个月牙湾，真的超美！（我说的是柚子）所以眼睛都离不开她！,positive
威海国际海水浴场,灰太狼,非常舒适的浴场威海刚刚开发的时候这里就是威海的招牌,positive
孔府,张麒麟丶,孔府，建于宋代，是孔子嫡系子孙居住之地，西与孔庙毗邻，占地约16公顷，共有九进院落，有厅、堂、楼、轩463间，旧称“衍圣公府”。,positive
中山路商业街,小婷,中山路上有很多很有特色的建筑，但因为中山路上人多车多，距离有限，拍不出什么好看的照片。但在中山路上走走，还是不错的！,positive
烟墩角,雨过天晴,很美的小渔村，特别是到了冬天成群的天鹅相伴，听海声，闻鹅呜，看这群精灵舞动，很惬意。,positive
周村烧饼博物馆,酒后重影,能够把一个小食品做的如此有文化，实属难得,positive
石老人海滨浴场,A?马亮18311265574,没啥子感觉，没啥子感觉，去金沙滩好,positive
五月的风,小木,青岛的标志性建筑，广场上人比较多。,positive
光岳楼,莫殤莫相離,位于聊城老城中心，光岳楼大概是北方四大名楼里面最漂亮的一座了,positive
中国海军博物馆,瞎玩,去的时候主馆在建，只能参观室外部分，门票半价。,neutral
金沙滩旅游度假区,樱花喵喵,也不知是我们赶到了好时节么，蓝天白云碧蓝的大海，比我去年在青岛看到的金沙滩还美！厚厚的云朵飘在海平面那里…很漂亮,positive
鱼山路,纳扎迪,鱼山路美好的出乎我的意料。茂盛的林荫，漂亮的房子，干净的街道。,positive
青岛世界园艺博览会,网风,园区很大，风景很美，值得一去。,positive
世界风筝都纪念广场,卡布奇诺,风筝广场非常大，去的时候正赶上国际风筝节快开幕的时候，卫生条件非常好，很难找到一张纸，当地人素质很高，保安很负责。,positive
济南方特东方神画,?乐乐?,非常喜欢这个游乐园。服务超好，非常热情，会提示你先去哪个，节省很多时间。如果想玩刺激点的游乐设施进门从右边开始，想看演出和体验影慕效果的从左边开始。园区不算小，顺着走每个项目都能玩到，一点也不乱。都挺好玩的。和水相关的两个项目记得准备雨衣，会湿身哦。景区内20一件，但是质量还行。只是开放时间不长，有的没完到。冬天人少，都不用排队，很爽。,positive
潍坊世界风筝博物馆,Francis_Soung,大一去的，风筝之都，很多各式各样的风筝。,positive
大染坊,蜡笔and小芯,觉得很神奇，见见世面觉得挺好的。,positive
烟台山景区,烧机油的花,很多德国人修的建筑......,neutral
青岛天幕城,角角角啦,有些让人惊喜的地方，不大但是很好看，离登州路啤酒博物馆也很近,positive
五莲山风景区,马蜂窝用户,边上的陈家老店太恶心人，烧只?能把鸡翅鸡腿烧少各一个，里面的老太太凶的要死，骂起人来眼都不眨，醉了。,positive
济南千佛山风景名胜区,早春夜雨,20年前来过一次，这次就用早晨一个多小时沿着中间的路一路往上到了兴国禅寺。万佛洞因为20年前去过就没有去，山还行，不算太高。门票30元，进去以后万佛洞，观音殿等景点还要单独收费。只能说山上绿化不错。,positive
张裕卡斯特酒庄,行者孙,位于烟台开发区，去蓬莱的路上会经过，酒庄很大，外观很漂亮！,positive
鲁山国家森林公园,倾城烟火,风景这边读好，正是夏天避暑的好去处。,positive
孟府孟庙景区,白旭波,难为济宁这个地方了，其实就是曲阜嘛，数到第二个也是数邹城。看了圣人，还是可以再看看亚圣的。,positive
湛山寺,dannyboy,很多野鸽子，一点都不怕人。最高点有个巨大的凉亭可以俯视整个青岛新城区。寺庙本身就那样，很大，时间多余的话是个消遣的地方。佛教徒必到之地。,positive
青州古城,马蜂窝用户,古城保留得很好交通也不错就是里面没有好吃的没有好玩的没有可以买的纪念品糕点都冒牌货路过溜一圈还行特意去不推荐会失望得,positive
青岛火车站,夏日阳光,有特色的建筑，规模不大，周边马路很小,positive
大珠山风景区,雨蓬lyp_d,杜鹃花也叫映山红是这里的特色，我是2015年五一去的，杜鹃还有一些开发，但是少了些。如果清明前后前往，真真是漫山遍野映山红。,positive
南山旅游景区,ArnoT1an,风景不错，春季值得拥有，不过没什么特色之处，欠缺亮点。,positive
中国甲午战争博物馆陈列馆,旅行之人,甲午海战纪念馆坐落于山东省威海市刘公岛码头东200米，是一处以建筑、雕塑、绘画、影视等综合艺术手段展示甲午海战悲壮历史的大型纪念馆。馆内以电、光、声等现代科技营造的氛围，生动逼真，游人置身其中，耳闻目瞩甲午战争的惨烈与悲壮。整个海战馆气势宏大，外型有如几艘互相撞击穿插的船体，坐落在当年旗舰定远号搁浅的地方，悬浮于海上。18米高的主体建筑上塑造了一尊15米高的北洋海军将领像，为国内人物雕塑之最。,positive
胶州湾大桥,海豚冰冰,很长的跨海大桥，车比较少，限速100，跑不起来。,negative
威海华夏城,＼(^o^)／小时,威海华夏城更像一个影视基地，里面很多设计在里面，自然风光很多,positive
九丈崖,我是寻宝,??九丈崖不错，如果带孩子不要离浪涛太近，还有比较猛的浪。,positive
泰山风景名胜区红门,风中奇缘,泰山上山第一座大门总体还可以吧,positive
颜庙,zengzeng,里面东西不是很多，大家都奔三孔去的多，所以这里人不多。,positive
幸福公园,微蓝日光,幸福公园~~可以在亲海路上光脚走~就是这里~享受海水的清凉~海里有海蜇，不过很小，不具备伤人能力，而且挺好玩儿的~,positive
刘公岛,猛懂,坐快艇去的。里面展览馆不错。历史,positive
青岛市民俗博物馆,*呈诺*,正遇到讲解，有时间的话，可以看看,neutral
瞻鲁台,伊小希er,在詹鲁台看日出是很好的，天气好的话可以在詹鲁台上俯瞰整个齐鲁大地，不过一定要注意安全特别是很多时候詹鲁台上人很多，如果人多的时候上山一定要提前来这里占一个好一些的位置！不然人一多什么都看不到！最好在南天门租军大衣，比较干净而且没味，,positive
青岛邮电博物馆,好逑丶,记录了近代有点行业的历史，值得一游。免费。,positive
孔林,cherylljyan,小旅游城市，去的时候门口还碰到有孔子子孙办sang事，把灵柩抬进孔林,positive
中国海洋大学鱼山校区,梦想背着背包走世,最早的山东大学，历史悠久，校区很大，里面有很多旧建筑，非常有特色,positive
桃花峪,杨过,是泰山的后山景点，一般是夏季游玩比较惬意，有流水的影子，而且游客较少，但交通不是很方便，所以外地游玩尽量前山上山，前山下山为好。,positive
