景区名称,用户名,评论内容,标签
圣保罗教堂,西部世界,名气比较小，游客知道的不多，我也是误打误撞导航看到附近有个教堂才来，外观红色，设计挺好看的,positive
井塘村,芳菲,自己开车去的，门票30元，人稀少，拍照很好，我比较喜欢。村民卖柿饼，十元一袋，相当好味又便宜。,positive
山东博物馆,过往≠未来,这个是山东行力挺的一处必须去的地方虽然好几个馆都闭馆但是里面真的是超大的值的去济南的游客去看看的！何况门票还免！,positive
花仙子风景区,長易,和家人一起去的花仙子风景区，建议自驾，路很好找，可是去看花的时间一定要选择好，5月至10月都比较棒，花开的比较多，很多蝴蝶，成片的花海让心情舒畅。,positive
颜庙,崂山顽石,颜庙比孔庙规模小的多，游人也不多。位于山东省曲阜城北门内，与孔府后花园隔街遥对，是祭祀颜回的祠庙。,positive
蓬莱阁景区-田横山,鹿的猫,田横山又名老北山。公元前202年，齐王田横因逃避汉将韩信的追杀，率五百壮士东赴胶东在此山筑寨为营。后来田横不愿事臣刘邦，自刎身亡。,positive
老舍故居,亚麻玉,这里不仅是老舍的故居，也是康有为，其他等等名人的，大概是当时文人墨客都住过吧！里面有老舍爷爷的声影保留，感觉到虽到枯木之际，但他对人生仍抱有希望，印象深刻的是他说，他希望多了解人们，希望笔下的世界不再是啼笑皆非，而是发自内心笑的人物。,positive
山东大学,Jack,普通的大学，校园里面树挺多的，说实话，没什么特色。,neutral
圣保罗教堂,小卢澄子,在市南区和市北区交界处，优雅如初,positive
德国风情街,燕窝鱼翅,真的很有特色，时光慢慢流逝，很好,positive
潭溪山旅游区,吹着口哨去流浪,景色不错，有观光电梯，有玻璃桥,positive
黄河入海口湿地公园,漫步经鑫,这是一个面积很大的湿地公园，开车来找大门找了半天,neutral
芙蓉街,"Hi,丹",确实芙蓉街的东西跟其它城市的美食街差别也不大，anyway我们就是来找小吃的。,positive
斗母宫,无心,不错不错，致富梦里个很好刚回到宿舍工程学,positive
泰山风景名胜区-南天门,雪球狂舞,南天门，位于泰山十八盘的尽头，又名三天门，海拔一千四百六十米，故称天门关。,positive
花石楼,仁泠,花石楼就在海边不远处，沿着山海关路走到底，看到海，也就来到了楼。最爱楼中望海的窗，墙壁合围成三百六十度，从哪扇窗望出去，都有过去、现在和未来。,positive
九丈崖,梅花香自苦寒来,有些像青岛的八仙墩哦，希望有时间到青岛旅游的朋友可以去感受下,positive
山东省科技馆,酒心7,省科技馆里有很多展厅，历史艺术建筑等等，还经常有主题展览，值得一去~,positive
海上公园,ximen_lxy,环境很好，景色不错，值得去看看,positive
青岛电视塔,thzhangfan,的确不错，有时间可以去看看！！！！！,positive
曲水亭街,小涛,夜景很不错，从大明湖出来顺便溜达了一下。,positive
桃花峪,小不点,春天以后去桃花峪可以看见好多的桃花很香,positive
济南动物园,大钊,济南动物园临近泺口鞋城，服装城，是市内的一座动物园，交通比较方便，动物种类也比较齐全，就是有点小,positive
青岛国际啤酒节西海岸主会场,噁彝矢悳嗳,青岛啤酒尤其是生啤很是有名，如果到这里赶上啤酒节的话一定要瞧瞧，很是热闹,positive
青岛电视塔,ZYQ,出租车司机会忽悠你去，千万别去，100元的门票坐索道没啥好看的，就是房子和树，其他说景根本没有，而且下山会漫天要价，打表只要12元他不发表要你40元。这里的出租车司机会主动给你介绍景点，你不要以为是他们热情，千万别搭理，不然容易被骗。,negative
西霞口风景区,小昕儿,住了一个星期，对当地气候有点过敏，但是比较适合散散心什么的,positive
光岳楼,张一一,光岳楼那边还是有些古建筑类的东西，甚至部分宅子进去是要花钱的，虽然一看都是新的“古建筑”。逛过光岳楼，其他的宅子都没什么名声也，就没进去。,positive
第一海水浴场(南海路),yeyeye2000?,值得去，人多，海边休闲浪漫之处。景色好。,positive
山东大学,心烦意乱的人-,去的山大的新校区，地方挺大，不过校区里面的地方需要绕过一个小山才能到，有点儿远...,positive
珍珠泉,陈晓光,珍珠泉已经干了，只剩下一个养鱼池，不过风景还可以,positive
珍珠泉,aloha123,在山东省人大常委会办公地址里的一个景点,positive
青岛大学(中心校区),棒槌麦子,"我觉得青岛大学不是重点,重点是青岛大学旁边的党校,建的跟花园似的.在青岛大学研究生学院教学楼上正好可以从高出看到.",positive
长岛（烟台）,巨蟹午马,位于山东烟台长岛县，著名海岛旅游景点。,positive
天烛峰,十二未未,强烈推荐啊！上山走的红门路线，人山人海，下山走的天烛峰路线，基本上都没什么人，最为关键的是，天烛峰路线才真正体现了泰山的雄，红门路线更偏向于人文，天烛峰路线偏向于自然风景，大天烛的景色，真是令人折服！,positive
青岛中山公园,czj,公园三面环山，南向大海。园内林木繁茂，枝叶葳蕤，是青岛市区植被景观最有特色的风景区。公园东傍太平山，与青岛植物园相接,positive
菏泽曹州牡丹园,喵喵盈盈,一踏入这里，花海就已经映入眼帘，要知道这个花海的组成可不是由什么塑料花之类的组成，而是货真价实的国花牡丹，整个牡丹园中其他花类都不多，零星有一些常见观赏花，不过和盛开的牡丹比起来也就逊色不少了。牡丹花开十分娇艳，首先就是颜色，牡丹花的颜色往往十分纯净，同时由于花型较大，给人一种十分艳丽的感觉，可以这样说，如果是单论花的艳丽，牡丹冠绝群花。在花的海洋中，人仿佛不再感受时间的流逝，一阵风过，轻轻摆动起来的花海掀起了点点波浪，让人深深沉醉其中。此次牡丹之行虽然只有短短三天，但是却十分值得，看国花绚烂，赏水浒风情，山东菏泽牡丹之城，一座用了心的花之城。,positive
孔子六艺城,飞鸿,为孔子点个赞，非常全面的老师。,positive
唐摩崖石刻,小泽圈圈,唐玄宗封禅泰山时亲笔题写的铭文，泰山最珍贵摩崖石刻之一。,positive
青岛唐岛湾,淡然一笑,黄岛的一个海滨公园，面积很大，有许多配套设施，可以散步、跑步、远眺等，是一个健身、休闲的好去处。,positive
天马岛,雪山之鹰,在山脚下拍的山上还不错只是有点累,positive
济南千佛山风景名胜区,孤傲-Aloofandarrogant,总的来说嘛，跟大部分经典没啥区别，建议游玩时间2～5个小时，完全可以转个遍。当然，拜佛可以，上香祈求啥的花钱，在关二爷那花了九十九祈福了一下，整体来说山比较矮，不到三百米，拜佛好去处。,positive
养马岛,琅玕公子,总的来说，还可以，详细介绍可以移步我的游记，有详细说明。,positive
摩天岭生态旅游风景区,青争,有套票，单独一个景点的话不是很划算，可以从成山角坐缆车到达这里，然后又观光小火车，景色没得说，票价有点小贵。,positive
崂山太清宫,annieting,太清宫里很多千年以上的植物，更是有2100多岁的银杏树。这里银杏只有雄的没有雌的所以千年来只开花不结果，因为这里的道士是不能结婚哒……,positive
中山路商业街,设计者零一,青島最老的商業街麽，人沒有臺東多了。,positive
大观园（济南）,落日飞鸢,老济南的商埠所在地，不过现在并不属于商业中心。小吃比较多，特色小吃油璇每天都要抢购，下午早早就卖光了，感兴趣的朋友可以试试，交通很便利，靠近万达商业广场,positive
青岛市音乐广场,KittyAnn,每年夏天，都会想起青岛的碧海蓝天，还有德式风情。,positive
十笏园,小七@,北方园林中的南方园林，独具特色。,positive
十笏园,檀生,周边商业味有点过，可能刚好这段时间有展会~,positive
青岛国际啤酒节西海岸主会场,茉莉梧桐,青岛是中国啤酒的发源地，啤酒节活动做的有声有色，我这次来已经是第23届了。啤酒城建立在一座大广场里，可容纳一万以上，可谓是声势浩大。这里不仅可以品尝地道的青岛啤酒，还一同引进了包括德国、瑞士等国家几十个品种的不同的啤酒，毕竟是国际性的啤酒节，你可以选择你喜欢的啤酒，在它的所在排挡里坐下品尝，在配以烤肉海鲜等，真是夏日里的享受。只是进入啤酒城大门需要花15元购买门票，里面的消费也不便宜，每个人平均下来起码要消费100元左右。但每个场地和排挡都精心安排了文艺表演和现场艺术展示，把你在炎热夏日里的烦恼一扫而光，感到不虚此行。,positive
青岛基督教堂,琉璃阳光,基督教堂与浙江路天主教堂的建筑风格截然不同。基督教堂由石头堆砌而成，分为礼堂和钟楼两部分，是一个典型的德国古堡式建筑，更有一种童话的感觉。如果说青岛天主教堂是金碧辉煌，基督教堂则是朴实无华。可以参观教堂钟楼，钟楼可以近距离看到到大钟的细小零部件的运作，百年教堂、百年钟楼，百年大钟；看到齿轮开始转动，钟声响起，没有想到钟声是如此宏亮、悠远……,positive
康有为故居,小婷,屋中陈列了康有为的生平事迹之类的。如果不是特别喜爱康有为先生，可以在游览小鱼山时顺便到此一游。从康有为故居出来，顺着福山支路向莱阳路走下去就到了第一海水浴场。,positive
青州古城,藍铯_哒楓,了解青州历史的地方，值得推荐浏览,positive
蓬莱海洋极地世界,就是爱玩,蓬莱极地海洋世界也是李建锋老板投资的项目，全票150元，学生票120元。设施比较老旧，我觉得无论从设施还是动物的种类都没有合肥汉海极地海洋世界或者青岛极地海洋世界好。景区内美女工作人员比较多。,negative
泰安方特欢乐世界,幸运草,位于泰安市泰山区东部新区，是个大型的游乐场，有很多很刺激的娱乐设施，像过山车、大摆锤、飞火流星等等都要排队，票价是200元每人。,positive
大成殿,Winters,孔庙核心建筑，原为孔子的起居之所，整个孔庙都是在其基础上扩建而成。,positive
